x_t0,y_t0,z_t0,x_next,y_next,z_next
3.7724301659129713,7.279500384963291,7.965216291457233,4.3378313050368,8.375455705093584,8.119392165473101
4.3378313050368,8.375455705093584,8.119392165473101,4.9876805100820665,9.619993587934992,8.417763711815413
4.9876805100820665,9.619993587934992,8.417763711815413,5.731457365523606,11.019679533631496,8.900972232386371
5.731457365523606,11.019679533631496,8.900972232386371,6.577689189280637,12.572680442360104,9.619778634663607
6.577689189280637,12.572680442360104,9.619778634663607,7.532538742931309,14.263216453596,10.635405591692146
7.532538742931309,14.263216453596,10.635405591692146,8.597677463400482,16.054069136042,12.017907431568306
8.597677463400482,16.054069136042,12.017907431568306,9.767283350929516,17.87741538613348,13.840927738154296
9.767283350929516,17.87741538613348,13.840927738154296,11.024133240753319,19.625365414204506,16.170729007248664
11.024133240753319,19.625365414204506,16.170729007248664,12.335082859061389,21.143500542788487,19.047518532046073
12.335082859061389,21.143500542788487,19.047518532046073,13.64682334516601,22.233217249414274,22.458796680074425
13.64682334516601,22.233217249414274,22.458796680074425,14.883640041089096,22.670512635111944,26.30879096012128
14.883640041089096,22.670512635111944,26.30879096012128,15.949665110023307,22.247168937225588,30.395006210922695
15.949665110023307,22.247168937225588,30.395006210922695,16.738080687289752,20.83174367073069,34.409325592798666
16.738080687289752,20.83174367073069,34.409325592798666,17.147979416521345,18.432425168291807,37.979633760602816
17.147979416521345,18.432425168291807,37.979633760602816,17.10591901204077,15.230318737462643,40.75173133962953
17.10591901204077,15.230318737462643,40.75173133962953,16.58522351276718,11.555427809318319,42.48452116207775
16.58522351276718,11.555427809318319,42.48452116207775,15.6149331203528,7.8053447276733525,43.11413800768327
15.6149331203528,7.8053447276733525,43.11413800768327,14.274029450872554,4.341665538595567,42.75493639848824
14.274029450872554,4.341665538595567,42.75493639848824,12.673344568392176,1.4117318454352346,41.6417043796731
12.673344568392176,1.4117318454352346,41.6417043796731,10.932727581735504,-0.8769483019102784,40.04825820951954
10.932727581735504,-0.8769483019102784,40.04825820951954,9.161422598699364,-2.5350835055122287,38.220231463410215
9.161422598699364,-2.5350835055122287,38.220231463410215,7.446115727746106,-3.6475106950673535,36.34034327306518
7.446115727746106,-3.6475106950673535,36.34034327306518,5.846934098202197,-4.330094754503101,34.5234168538139
5.846934098202197,-4.330094754503101,34.5234168538139,4.399157045956657,-4.699490710956783,32.828609336609766
4.399157045956657,-4.699490710956783,32.828609336609766,3.117860854822017,-4.857139778078483,31.276951583324422
3.117860854822017,-4.857139778078483,31.276951583324422,2.0033419582361764,-4.883770254447667,29.867156057824136
2.0033419582361764,-4.883770254447667,29.867156057824136,1.0460749098270739,-4.8398935576391136,28.58712280112501
1.0460749098270739,-4.8398935576391136,28.58712280112501,0.23069285848552673,-4.768915026541128,27.421164882049663
0.23069285848552673,-4.768915026541128,27.421164882049663,-0.461081890582985,-4.700885277799172,26.353970847984577
-0.461081890582985,-4.700885277799172,26.353970847984577,-1.0484242659089373,-4.655960920236094,25.37243333087978
-1.0484242659089373,-4.655960920236094,25.37243333087978,-1.5501134341753684,-4.647250838582913,24.466241664136504
-1.5501134341753684,-4.647250838582913,24.466241664136504,-1.9837700707106884,-4.6830176266986125,23.627846607404162
-1.9837700707106884,-4.6830176266986125,23.627846607404162,-2.3654653792421043,-4.768317027266617,22.852166256421807
-2.3654653792421043,-4.768317027266617,22.852166256421807,-2.7095794758414393,-4.906184179149162,22.136236094376567
-2.7095794758414393,-4.906184179149162,22.136236094376567,-3.028818518940961,-5.098465981912812,21.478902217339403
-3.028818518940961,-5.098465981912812,21.478902217339403,-3.3343250443057477,-5.346378765711272,20.880596949033954
-3.3343250443057477,-5.346378765711272,20.880596949033954,-3.6358346352527184,-5.6508497422213395,20.343204283737013
-3.6358346352527184,-5.6508497422213395,20.343204283737013,-3.9418454066178295,-6.012682519302553,19.870007039238754
-3.9418454066178295,-6.012682519302553,19.870007039238754,-4.259775942773215,-6.432571666056414,19.46570029519884
-4.259775942773215,-6.432571666056414,19.46570029519884,-4.596093268367403,-6.910978546731798,19.13645147591173
-4.596093268367403,-6.910978546731798,19.13645147591173,-4.956395924926966,-7.447870153209879,18.88998297893365
-4.956395924926966,-7.447870153209879,18.88998297893365,-5.345438947232796,-8.042314730801023,18.735646338265024
-5.345438947232796,-8.042314730801023,18.735646338265024,-5.767088148954207,-8.691923675997844,18.68444605628426
-5.767088148954207,-8.691923675997844,18.68444605628426,-6.224191433550841,-9.392130610421578,18.748955648109625
-6.224191433550841,-9.392130610421578,18.748955648109625,-6.718355915891574,-10.135309129564726,18.943048402524212
-6.718355915891574,-10.135309129564726,18.943048402524212,-7.249622970971559,-10.909755268625169,19.281343154016795
-7.249622970971559,-10.909755268625169,19.281343154016795,-7.816040944451007,-11.698604812829087,19.778246732382602
-7.816040944451007,-11.698604812829087,19.778246732382602,-8.41314964931038,-12.478823812511678,20.446470790871246
-8.41314964931038,-12.478823812511678,20.446470790871246,-9.033414424633438,-13.220502758821656,21.294929259017962
-9.033414424633438,-13.220502758821656,21.294929259017962,-9.665681821558774,-13.8867890619984,22.32600748379802
-9.665681821558774,-13.8867890619984,22.32600748379802,-10.294772126140806,-14.43487706674206,23.532358568460797
-10.294772126140806,-14.43487706674206,23.532358568460797,-10.90136815503478,-14.818482226509428,24.89363408579242
-10.90136815503478,-14.818482226509428,24.89363408579242,-11.462388719359561,-14.992078364142301,26.373862122230847
-11.462388719359561,-14.992078364142301,26.373862122230847,-11.952024077185587,-14.916805836208287,27.920446022049816
-11.952024077185587,-14.916805836208287,27.920446022049816,-12.343532852500935,-14.567364693403201,29.465803927639843
-12.343532852500935,-14.567364693403201,29.465803927639843,-12.611741607210154,-13.938530012064465,30.932319015142525
-12.611741607210154,-13.938530012064465,30.932319015142525,-12.735968906586058,-13.049465567368792,32.24044838341823
-12.735968906586058,-13.049465567368792,32.24044838341823,-12.702879999603724,-11.944125941876594,33.318719215029056
-12.702879999603724,-11.944125941876594,33.318719215029056,-12.508662861509675,-10.686916058582987,34.11337926636983
-12.508662861509675,-10.686916058582987,34.11337926636983,-12.159984577637127,-9.354215620649189,34.5952106703097
-12.159984577637127,-9.354215620649189,34.5952106703097,-11.673451546496363,-8.023770441077888,34.76174014973069
-11.673451546496363,-8.023770441077888,34.76174014973069,-11.073673729725687,-6.7646209894933556,34.634536064583536
-11.073673729725687,-6.7646209894933556,34.634536064583536,-10.39037644882407,-5.629864651440541,34.252795626037695
-10.39037644882407,-5.629864651440541,34.252795626037695,-9.655184445295413,-4.65338773431069,33.66531363193794
-9.655184445295413,-4.65338773431069,33.66531363193794,-8.898677554708337,-3.8503775603712573,32.92291526963181
-8.898677554708337,-3.8503775603712573,32.92291526963181,-8.148134580000004,-3.2205014157101814,32.07274794811134
-8.148134580000004,-3.2205014157101814,32.07274794811134,-7.426140353835626,-2.7523418381314513,31.15492458574898
-7.426140353835626,-2.7523418381314513,31.15492458574898,-6.750020667848498,-2.4278886959133574,30.201289043698974
-6.750020667848498,-2.4278886959133574,30.201289043698974,-6.131938292561873,-2.2263356939457086,29.23570119087063
-6.131938292561873,-2.2263356939457086,29.23570119087063,-5.579434422733154,-2.12687267023595,28.27517929271493
-5.579434422733154,-2.12687267023595,28.27517929271493,-5.096211241690895,-2.110480482871337,27.331363448761845
-5.096211241690895,-2.110480482871337,27.331363448761845,-4.682994186494586,-2.160901476364516,26.41195115701267
-4.682994186494586,-2.160901476364516,26.41195115701267,-4.338363835228574,-2.265010121198788,25.52192617755545
-4.338363835228574,-2.265010121198788,25.52192617755545,-4.059493415545876,-2.4127932243144463,24.664523014905324
-4.059493415545876,-2.4127932243144463,24.664523014905324,-3.842763094122152,-2.597105670142061,23.841940163122864
-3.842763094122152,-2.597105670142061,23.841940163122864,-3.6842458875065263,-2.8133195383204654,23.055847688947246
-3.6842458875065263,-2.8133195383204654,23.055847688947246,-3.5800740955808554,-3.0589427683425487,22.30774301489671
-3.5800740955808554,-3.0589427683425487,22.30774301489671,-3.526702139910798,-3.3332516344045446,21.599204467778552
-3.526702139910798,-3.3332516344045446,21.599204467778552,-3.521083927924659,-3.6369586151638265,20.932082933905814
-3.521083927924659,-3.6369586151638265,20.932082933905814,-3.560782174060639,-3.971921826896972,20.30866208917339
-3.560782174060639,-3.971921826896972,20.30866208917339,-3.6440247553724827,-4.340891879504635,19.731809068282242
-3.6440247553724827,-4.340891879504635,19.731809068282242,-3.7697199680916316,-4.7472849584051575,19.205130582902775
-3.7697199680916316,-4.7472849584051575,19.205130582902775,-3.937438948796802,-5.194965696110608,18.733144083243264
-3.937438948796802,-5.194965696110608,18.733144083243264,-4.147369758476844,-5.688018937936509,18.321468858450867
-4.147369758476844,-5.688018937936509,18.321468858450867,-4.400243779061606,-6.230485154072599,17.977037027302046
-4.400243779061606,-6.230485154072599,17.977037027302046,-4.697231140804161,-6.826029713547847,17.708318027210783
-4.697231140804161,-6.826029713547847,17.708318027210783,-5.039797878456839,-7.477511713295364,17.525541106207747
-5.039797878456839,-7.477511713295364,17.525541106207747,-5.429513474624399,-8.186414472119587,17.440886899280972
-5.429513474624399,-8.186414472119587,17.440886899280972,-5.8677936533681105,-8.95209919390899,17.468599799549647
-5.8677936533681105,-8.95209919390899,17.468599799549647,-6.355560357937434,-9.770849366175014,17.624946240675285
-6.355560357937434,-9.770849366175014,17.624946240675285,-6.892799985795443,-10.634692105196702,17.927910218539864
-6.892799985795443,-10.634692105196702,17.927910218539864,-7.478004201423391,-11.53002231835879,18.396479519312564
-7.478004201423391,-11.53002231835879,18.396479519312564,-8.10748807810221,-12.436126426407617,19.049343256440025
-8.10748807810221,-12.436126426407617,19.049343256440025,-8.774601963146974,-13.323813333646806,19.90281214900012
-8.774601963146974,-13.323813333646806,19.90281214900012,-9.46889051851336,-14.154511582672438,20.96781885549806
-9.46889051851336,-14.154511582672438,20.96781885549806,-10.175307156796356,-14.880361964949964,22.245999167813775
-10.175307156796356,-14.880361964949964,22.245999167813775,-10.87366106627567,-15.445965047478305,23.725136992346233
-10.87366106627567,-15.445965047478305,23.725136992346233,-11.538542461943468,-15.792425001395802,25.37468467527507
-11.538542461943468,-15.792425001395802,25.37468467527507,-12.140009046952734,-15.864023393524278,27.142569569613983
-12.140009046952734,-15.864023393524278,27.142569569613983,-12.64527825278963,-15.617153069315757,28.95486173789823
-12.64527825278963,-15.617153069315757,28.95486173789823,-13.02151228869914,-15.03009859563139,30.719784250586436
-13.02151228869914,-15.03009859563139,30.719784250586436,-13.239496275074314,-14.111207461793063,32.336701828796045
-13.239496275074314,-14.111207461793063,32.336701828796045,-13.277653284129125,-12.902561538162045,33.70912815223047
-13.277653284129125,-12.902561538162045,33.70912815223047,-13.125552453525717,-11.477004702221725,34.75897595019945
-13.125552453525717,-11.477004702221725,34.75897595019945,-12.786014864788937,-9.928360855415708,35.43818923072848
-12.786014864788937,-9.928360855415708,35.43818923072848,-12.275200033110812,-8.357125120316658,35.734358175557354
-12.275200033110812,-8.357125120316658,35.734358175557354,-11.620595159395883,-6.855578019263452,35.66892363028433
-11.620595159395883,-6.855578019263452,35.66892363028433,-10.85741063830611,-5.496253040878477,35.289158511359744
-10.85741063830611,-5.496253040878477,35.289158511359744,-10.024262293599723,-4.326085357971355,34.6569542230415
-10.024262293599723,-4.326085357971355,34.6569542230415,-9.15906516684095,-3.3663690965880173,33.837784717797966
-9.15906516684095,-3.3663690965880173,33.837784717797966,-8.295821059032676,-2.6169593996131235,32.89225883389081
-8.295821059032676,-2.6169593996131235,32.89225883389081,-7.462610874647616,-2.0625190964659734,31.871192640177227
-7.462610874647616,-2.0625190964659734,31.871192640177227,-6.680765017193285,-1.6788949613334803,30.81389700707782
-6.680765017193285,-1.6788949613334803,30.81389700707782,-5.964971753972554,-1.4384369923744809,29.74873163861645
-5.964971753972554,-1.4384369923744809,29.74873163861645,-5.324005497106709,-1.3138040448495436,28.694879302030664
-5.324005497106709,-1.3138040448495436,28.694879302030664,-4.761776773374165,-1.2803034684415464,27.66451323723794
-4.761776773374165,-1.2803034684415464,27.66451323723794,-4.278474240130576,-1.3170601170006149,26.664843666680547
-4.278474240130576,-1.3170601170006149,26.664843666680547,-3.871648204477421,-1.4073699469184038,25.699801674420716
-3.871648204477421,-1.4073699469184038,25.699801674420716,-3.5371533685455643,-1.538552060997766,24.7713026225873
-3.5371533685455643,-1.538552060997766,24.7713026225873,-3.2699183538089387,-1.7015356428986579,23.880130887147807
-3.2699183538089387,-1.7015356428986579,23.880130887147807,-3.0645414044536348,-1.8903411863153785,23.02652709058734
-3.0645414044536348,-1.8903411863153785,23.02652709058734,-2.9157293410194858,-2.1015535296034638,22.21056328594927
-2.9157293410194858,-2.1015535296034638,22.21056328594927,-2.818604694791804,-2.333840023429036,21.432379450291606
-2.818604694791804,-2.333840023429036,21.432379450291606,-2.768907677801785,-2.5875380124864664,20.69233766928302
-2.768907677801785,-2.5875380124864664,20.69233766928302,-2.763117899034479,-2.864317689927218,19.99113441773305
-2.763117899034479,-2.864317689927218,19.99113441773305,-2.798517274486149,-3.1669156267669236,19.329898671109945
-2.798517274486149,-3.1669156267669236,19.329898671109945,-2.873211451787211,-3.4989280690096938,18.710294580241634
-2.873211451787211,-3.4989280690096938,18.710294580241634,-2.9861228528236348,-3.864649412499605,18.13464156822957
-2.9861228528236348,-3.864649412499605,18.13464156822957,-3.1369643880189617,-4.26893869132925,17.60606111099547
-3.1369643880189617,-4.26893869132925,17.60606111099547,-3.326199068451251,-4.717094435182757,17.128657226707894
-3.326199068451251,-4.717094435182757,17.128657226707894,-3.554987062730889,-5.214715110215164,16.707735909212268
-3.554987062730889,-5.214715110215164,16.707735909212268,-3.8251180591454266,-5.767517988615127,16.350066419952576
-3.8251180591454266,-5.767517988615127,16.350066419952576,-4.138922900325702,-6.38108331788765,16.064183335502474
-4.138922900325702,-6.38108331788765,16.064183335502474,-4.499154153005893,-7.060483011760313,15.860721010768982
-4.499154153005893,-7.060483011760313,15.860721010768982,-4.908820410424442,-7.809744267746682,15.752759614625957
-4.908820410424442,-7.809744267746682,15.752759614625957,-5.370953711974782,-8.631090125476671,15.75614146295182
-5.370953711974782,-8.631090125476671,15.75614146295182,-5.888283862148262,-9.523894530304396,15.889684885481273
-5.888283862148262,-9.523894530304396,15.889684885481273,-6.462788644296015,-10.483295601801263,16.175177434730482
-6.462788644296015,-10.483295601801263,16.175177434730482,-7.095087054809475,-11.49843872368137,16.636970068577906
-7.095087054809475,-11.49843872368137,16.636970068577906,-7.78364748977768,-12.550387506768674,17.30092399834385
-7.78364748977768,-12.550387506768674,17.30092399834385,-8.523800217679335,-13.60986676908737,18.19239929422164
-8.523800217679335,-13.60986676908737,18.19239929422164,-9.306581480222851,-14.635206436166028,19.332956897160177
-9.306581480222851,-14.635206436166028,19.332956897160177,-10.117503650842975,-15.571138887272296,20.735539276820194
-10.117503650842975,-15.571138887272296,20.735539276820194,-10.935446277465518,-16.34941568775569,22.39818966935836
-10.935446277465518,-16.34941568775569,22.39818966935836,-11.73198747726367,-16.892415583122762,24.296946655670176
-11.73198747726367,-16.892415583122762,24.296946655670176,-12.471609324533654,-17.1207689593852,26.379399989380413
-12.471609324533654,-17.1207689593852,26.379399989380413,-13.113245616916451,-16.965230420996892,28.561291161110073
-13.113245616916451,-16.965230420996892,28.561291161110073,-13.613502969925074,-16.381448678192086,30.728965111714558
-13.613502969925074,-16.381448678192086,30.728965111714558,-13.9315068277489,-15.364240542627288,32.7497274476898
-13.9315068277489,-15.364240542627288,32.7497274476898,-14.034736165073024,-13.956470664842799,34.489828190589
-14.034736165073024,-13.956470664842799,34.489828190589,-13.904614487256467,-12.248006717014139,35.836421872751615
-13.904614487256467,-12.248006717014139,35.836421872751615,-13.540345708698283,-10.363140615445117,36.717141959133585
-13.540345708698283,-10.363140615445117,36.717141959133585,-12.959785253825656,-8.439364522518485,37.110841304767156
-12.959785253825656,-8.439364522518485,37.110841304767156,-12.196993149015322,-6.604022055220975,37.04619839957317
-12.196993149015322,-6.604022055220975,37.04619839957317,-11.297155569582282,-4.955907479425018,36.589673455641616
-11.297155569582282,-4.955907479425018,36.589673455641616,-10.310287194864529,-3.5561666010601334,35.827974880924295
-10.310287194864529,-3.5561666010601334,35.827974880924295,-9.285245519359178,-2.428762806709762,34.850980878532
-9.285245519359178,-2.428762806709762,34.850980878532,-8.265167020198485,-1.567646837350517,33.73923992612502
-8.265167020198485,-1.567646837350517,33.73923992612502,-7.284783372785438,-0.9467415558651716,32.55739705515978
-7.284783372785438,-0.9467415558651716,32.55739705515978,-6.369506687828603,-0.5295695943185319,31.352709066113178
